3721,11.6875,unknown,1000001
2833,8.875,unknown,1000001
729,2.3125,false,3253
6523,20.4375,true,884
6489,20.3125,true,538
3371,10.5625,unknown,1000001
683,2.1875,false,1491
379,1.1875,false,5
9286,29.0625,true,41
6173,19.3125,true,163
2999,9.375,true,96466
2130,6.6875,unknown,1000001
7332,22.9375,true,47
7298,22.8125,true,53
2560,8.0625,unknown,1000001
8497,26.5625,true,50
7762,24.3125,true,64
6870,21.5,true,182
8182,25.625,true,38
7277,22.75,true,259048
2075,6.5,true,544846
8478,26.5,true,40
7627,23.875,true,37
6935,21.6875,true,369
4908,15.375,true,958808
2425,7.625,true,10932
8028,25.125,true,37
9793,30.625,true,32
8881,27.8125,true,62
6466,20.25,true,50
3664,11.5,true,2536
1659,5.1875,unknown,1000001
2976,9.3125,true,1283
9269,29.0,true,72
396,1.25,false,13
6036,18.875,true,753
3234,10.125,true,66312
1209,3.8125,unknown,1000001
9639,30.125,true,32
5533,17.3125,true,627711
816,2.5625,false,20275
8301,26.0,true,40
1823,5.75,unknown,1000001
1989,6.25,unknown,1000001
5163,16.1875,true,1368
9843,30.8125,true,38
8751,27.375,true,47
5499,17.1875,true,862
4322,13.5625,true,410592
115,0.375,false,3
9510,29.75,true,38
1120,3.5625,unknown,1000001
5860,18.375,true,49
4772,14.9375,true,4396
545,1.75,false,129
9140,28.625,true,32
1570,4.9375,unknown,1000001
4288,13.4375,true,63976
9455,29.5625,true,32
1065,3.375,unknown,1000001
3058,9.5625,unknown,1000001
4267,13.375,unknown,1000001
9005,28.1875,true,37
1435,4.5,unknown,1000001
3408,10.6875,unknown,1000001
7918,24.75,true,660
5925,18.5625,true,52
4637,14.5,true,85526
400,1.3125,false,39
8244,25.8125,true,38
1966,6.1875,unknown,1000001
2649,8.3125,true,31704
5476,17.125,true,200
953,3.0,false,300849
9906,31.0,true,32
8614,26.9375,true,54
2219,6.9375,unknown,1000001
5026,15.75,true,7788
5708,17.875,true,136
7735,24.1875,true,112
6827,21.375,true,141
2537,7.9375,unknown,1000001
8090,25.3125,true,50
5358,16.75,true,1186
7365,23.0625,true,165
2167,6.8125,unknown,1000001
6124,19.1875,true,3815
4119,12.875,true,3276
3326,10.4375,true,206760
8839,27.625,true,41
9681,30.3125,true,72
8993,28.125,true,32
6574,20.5625,true,206
4549,14.25,true,112
3776,11.8125,true,1668
2864,9.0,true,624512
284,0.9375,false,3
3263,10.25,true,19060
791,2.5,false,56657
9394,29.375,true,62
3799,11.875,unknown,1000001
6061,19.0,true,55
3633,11.375,unknown,1000001
2921,9.1875,true,45062
6431,20.125,true,52
2472,7.75,unknown,1000001
8585,26.875,true,59
2188,6.875,unknown,1000001
7670,24.0,true,52
6962,21.8125,true,113
2022,6.375,unknown,1000001
7220,22.625,true,86
9117,28.5,true,40
1527,4.8125,unknown,1000001
5837,18.25,true,289
4725,14.8125,true,2689
6718,21.0,true,478
512,1.625,false,61
9547,29.875,true,45
1177,3.6875,unknown,1000001
4375,13.6875,true,137
6348,19.875,true,64
142,0.5,false,5
9814,30.6875,true,32
8706,27.25,true,172
7109,22.25,true,161
5134,16.0625,true,107
8356,26.125,true,37
1874,5.875,unknown,1000001
3849,12.0625,true,101824
7559,23.625,true,428
5564,17.4375,true,67429
841,2.6875,false,3
5071,15.875,true,40
8643,27.0625,true,32
5421,17.0,true,218
904,2.875,false,122107
8213,25.6875,true,39
1931,6.0625,unknown,1000001
5972,18.6875,true,14806
4660,14.625,true,60202
1198,3.75,unknown,1000001
457,1.4375,false,23
9052,28.3125,true,38
1462,4.625,unknown,1000001
4230,13.25,true,48810
9402,29.4375,true,44
1032,3.25,unknown,1000001
292,0.9375,false,21
2872,9.0,unknown,1000001
6098,19.0625,true,112
3760,11.8125,true,1146
6562,20.5625,true,70
8985,28.125,true,177
9697,30.3125,true,32
768,2.4375,false,13945
3330,10.4375,true,1390
6132,19.1875,true,402
338,1.0625,false,17
7689,24.0625,true,44
2171,6.8125,true,162381
7373,23.0625,true,56
8086,25.3125,true,100
2521,7.9375,unknown,1000001
6831,21.375,true,129
7723,24.1875,true,38
7236,22.625,true,32
8439,26.375,true,38
2034,6.375,unknown,1000001
4949,15.5,true,1496
6974,21.8125,true,358
7666,24.0,true,392
8593,26.875,true,128
8069,25.25,true,32
2464,7.75,unknown,1000001
6427,20.125,true,460
9228,28.875,true,32
2937,9.1875,unknown,1000001
1618,5.0625,unknown,1000001
3625,11.375,unknown,1000001
6077,19.0,true,16901
9382,29.375,true,50
787,2.5,false,12029
9678,30.25,true,32
1248,3.9375,unknown,1000001
3275,10.25,true,37965
857,2.6875,false,76063
5572,17.4375,true,77681
5088,15.9375,true,5184
1862,5.875,unknown,1000001
8340,26.125,true,38
5122,16.0625,true,80
8710,27.25,true,32
9802,30.6875,true,32
154,0.5,false,5
4363,13.6875,true,1790
1161,3.6875,unknown,1000001
4699,14.6875,true,123856
9551,29.875,true,38
504,1.625,false,261
4733,14.8125,true,601
5821,18.25,true,697
1531,4.8125,unknown,1000001
9101,28.5,true,38
3019,9.4375,unknown,1000001
1024,3.25,unknown,1000001
9414,29.4375,true,32
4226,13.25,true,5663
3449,10.8125,true,651
1474,4.625,unknown,1000001
9044,28.3125,true,32
441,1.4375,false,13
4676,14.625,true,265533
5964,18.6875,true,56
7959,24.875,true,1646
2608,8.1875,true,14506
1927,6.0625,unknown,1000001
8205,25.6875,true,38
