3721,11.6875,true,589578
2833,8.875,true,140103
729,2.3125,false,3253
6523,20.4375,true,49
6489,20.3125,true,32
3371,10.5625,true,498
683,2.1875,false,1491
379,1.1875,false,5
9286,29.0625,true,32
6173,19.3125,true,37
2999,9.375,true,364
2130,6.6875,true,32
7332,22.9375,true,32
7298,22.8125,true,32
2560,8.0625,true,220
8497,26.5625,true,32
7762,24.3125,true,32
6870,21.5,true,32
8182,25.625,true,32
7277,22.75,true,32
2075,6.5,true,350
8478,26.5,true,32
7627,23.875,true,32
6935,21.6875,true,32
4908,15.375,true,32
2425,7.625,true,368
8028,25.125,true,32
9793,30.625,true,32
8881,27.8125,true,32
6466,20.25,true,32
3664,11.5,true,37
1659,5.1875,unknown,1000001
2976,9.3125,true,32
9269,29.0,true,32
396,1.25,false,13
6036,18.875,true,32
3234,10.125,true,32
1209,3.8125,unknown,1000001
9639,30.125,true,32
5533,17.3125,true,37
816,2.5625,false,20275
8301,26.0,true,32
1823,5.75,true,955
1989,6.25,unknown,1000001
5163,16.1875,true,32
9843,30.8125,true,32
8751,27.375,true,32
5499,17.1875,true,37
4322,13.5625,true,32
115,0.375,false,3
9510,29.75,true,32
1120,3.5625,unknown,1000001
5860,18.375,true,32
4772,14.9375,true,32
545,1.75,false,129
9140,28.625,true,32
1570,4.9375,unknown,1000001
4288,13.4375,true,32
9455,29.5625,true,32
1065,3.375,unknown,1000001
3058,9.5625,true,773
4267,13.375,true,76
9005,28.1875,true,32
1435,4.5,unknown,1000001
3408,10.6875,true,59
7918,24.75,true,32
5925,18.5625,true,38
4637,14.5,true,32
400,1.3125,false,39
8244,25.8125,true,32
1966,6.1875,true,12626
2649,8.3125,true,332
5476,17.125,true,32
953,3.0,false,300849
9906,31.0,true,32
8614,26.9375,true,32
2219,6.9375,true,1096
5026,15.75,true,32
5708,17.875,true,62
7735,24.1875,true,32
6827,21.375,true,38
2537,7.9375,true,163
8090,25.3125,true,32
5358,16.75,true,45
7365,23.0625,true,32
2167,6.8125,true,1042
6124,19.1875,true,32
4119,12.875,true,49
3326,10.4375,true,1340
8839,27.625,true,32
9681,30.3125,true,32
8993,28.125,true,32
6574,20.5625,true,32
4549,14.25,true,769
3776,11.8125,true,37
2864,9.0,true,50
284,0.9375,false,3
3263,10.25,true,395
791,2.5,false,56657
9394,29.375,true,32
3799,11.875,true,49
6061,19.0,true,32
3633,11.375,true,38
2921,9.1875,true,76
6431,20.125,true,37
2472,7.75,true,774
8585,26.875,true,32
2188,6.875,true,208
7670,24.0,true,32
6962,21.8125,true,32
2022,6.375,true,24560
7220,22.625,true,37
9117,28.5,true,32
1527,4.8125,true,1626
5837,18.25,true,32
4725,14.8125,true,66
6718,21.0,true,32
512,1.625,false,61
9547,29.875,true,32
1177,3.6875,unknown,1000001
4375,13.6875,true,117
6348,19.875,true,32
142,0.5,false,5
9814,30.6875,true,32
8706,27.25,true,32
7109,22.25,true,32
5134,16.0625,true,32
8356,26.125,true,32
1874,5.875,unknown,1000001
3849,12.0625,true,156
7559,23.625,true,37
5564,17.4375,true,32
841,2.6875,false,3
5071,15.875,true,32
8643,27.0625,true,32
5421,17.0,true,32
904,2.875,false,122107
8213,25.6875,true,32
1931,6.0625,unknown,1000001
5972,18.6875,true,32
4660,14.625,true,50
1198,3.75,unknown,1000001
457,1.4375,false,23
9052,28.3125,true,32
1462,4.625,true,520
4230,13.25,true,71
9402,29.4375,true,32
1032,3.25,unknown,1000001
292,0.9375,false,21
2872,9.0,true,32
6098,19.0625,true,32
3760,11.8125,true,45
6562,20.5625,true,32
8985,28.125,true,32
9697,30.3125,true,32
768,2.4375,false,13945
3330,10.4375,true,582
6132,19.1875,true,32
338,1.0625,false,17
7689,24.0625,true,32
2171,6.8125,true,47
7373,23.0625,true,32
8086,25.3125,true,32
2521,7.9375,true,291
6831,21.375,true,32
7723,24.1875,true,32
7236,22.625,true,32
8439,26.375,true,32
2034,6.375,unknown,1000001
4949,15.5,true,32
6974,21.8125,true,32
7666,24.0,true,32
8593,26.875,true,32
8069,25.25,true,32
